player_name,sg_total,sg_ott,sg_app,sg_arg,sg_putt,driving_dist,driving_acc,gir_pct,scrambling_pct,putts_per_round,scoring_avg,season,sg_ballstriking,sg_shortgame
Alex Noren,0.601,-0.378,0.162,0.341,0.475,300.2,54.95,66.18,62.68,2.18,54.14,2023,-0.216,0.8160000000000001
Alex Smalley,0.385,0.254,0.407,0.022,-0.299,303.0,58.84,69.35,61.81,3.03,54.0,2023,0.661,-0.27699999999999997
Andrew Landry,-1.315,-0.208,-0.911,-0.271,0.075,288.4,64.16,64.03,59.65,3.77,52.89,2023,-1.119,-0.196
Andrew Novak,0.314,-0.01,0.037,0.171,0.116,299.7,58.44,67.08,63.23,1.98,49.65,2023,0.026999999999999996,0.28700000000000003
Andrew Putnam,0.681,-0.411,0.476,0.102,0.513,284.7,64.45,69.72,64.46,1.97,59.26,2023,0.065,0.615
Augusto Núñez,-0.679,0.111,-0.196,-0.073,-0.522,310.0,56.38,68.5,61.0,2.78,48.0,2023,-0.085,-0.595
Austin Cook,-0.757,-0.564,-0.319,0.261,-0.135,282.3,65.28,65.16,64.92,3.41,54.29,2023,-0.883,0.126
Austin Eckroat,0.432,0.363,0.015,-0.049,0.103,301.1,64.32,67.35,62.15,2.15,48.41,2023,0.378,0.05399999999999999
Austin Smotherman,-0.335,0.016,-0.063,-0.284,-0.004,300.4,62.55,66.44,58.11,3.87,45.7,2023,-0.047,-0.288
Beau Hossler,0.45,0.23,-0.263,0.259,0.224,305.3,57.65,66.87,62.35,2.6,52.51,2023,-0.033,0.483
Ben Griffin,0.684,-0.066,0.086,0.33,0.334,300.1,56.03,66.9,62.06,2.54,58.92,2023,0.01999999999999999,0.664
Ben Martin,0.065,0.048,0.318,-0.33,0.028,293.9,62.49,68.23,58.91,1.35,50.34,2023,0.366,-0.302
Ben Taylor,-0.122,-0.452,-0.085,0.033,0.381,304.1,50.44,64.78,56.25,2.78,48.37,2023,-0.537,0.41400000000000003
Billy Horschel,0.028,-0.224,-0.122,0.048,0.326,298.5,62.56,64.06,55.8,1.32,50.0,2023,-0.346,0.374
Brandon Matthews,-2.202,-0.029,-0.209,-0.893,-1.072,321.3,47.38,64.41,50.53,3.94,34.04,2023,-0.238,-1.965
Brandon Wu,0.107,0.159,0.113,-0.004,-0.161,295.7,61.64,68.65,57.63,3.27,42.11,2023,0.272,-0.165
Brendon Todd,0.735,-0.348,0.2,0.454,0.441,282.0,67.92,66.19,65.4,2.22,60.4,2023,-0.14799999999999996,0.895
Brent Grant,-1.449,0.806,-0.674,-0.5,-1.081,311.2,63.62,68.39,50.84,4.48,48.7,2023,0.132,-1.581
Brian Harman,0.68,0.254,0.008,0.018,0.399,293.6,66.82,67.62,67.34,2.06,64.46,2023,0.262,0.41700000000000004
Brian Stuard,-1.084,-1.077,-0.352,0.109,0.236,271.5,64.67,62.4,60.32,2.67,54.68,2023,-1.4289999999999998,0.345
Brice Garnett,-0.013,-0.118,-0.137,0.104,0.136,288.7,64.61,70.48,59.08,2.78,50.0,2023,-0.255,0.24
Byeong Hun An,0.698,0.447,0.048,0.396,-0.194,315.6,52.17,64.13,64.9,2.04,61.29,2023,0.495,0.202
C.T. Pan,0.015,-0.196,0.247,0.054,-0.09,296.6,61.45,70.51,59.51,4.5,50.77,2023,0.05099999999999999,-0.036
Callum Tarren,-0.061,0.188,0.168,-0.229,-0.188,312.0,50.69,67.68,56.08,2.78,43.06,2023,0.356,-0.41700000000000004
Cam Davis,0.738,0.514,0.16,0.191,-0.127,311.0,55.39,67.77,61.36,3.77,55.71,2023,0.674,0.064
Cameron Champ,-0.453,0.49,-0.061,-0.57,-0.312,317.9,59.93,69.3,52.9,3.37,40.83,2023,0.429,-0.8819999999999999
Cameron Percy,-0.094,0.17,-0.091,-0.027,-0.147,289.3,63.45,69.4,63.14,2.27,48.39,2023,0.07900000000000001,-0.174
Cameron Young,0.333,0.581,0.072,-0.019,-0.287,315.7,59.05,68.99,57.29,3.38,43.75,2023,0.6529999999999999,-0.306
Carl Yuan,-0.351,0.171,-0.164,-0.212,-0.148,306.8,54.33,67.26,55.56,4.76,55.86,2023,0.007000000000000006,-0.36
Carson Young,-0.149,0.086,0.066,-0.425,0.124,295.6,65.58,69.58,57.56,3.2,43.24,2023,0.152,-0.301
Chad Ramey,-0.016,-0.015,-0.239,-0.079,0.316,294.3,60.89,66.83,59.54,2.86,49.25,2023,-0.254,0.237
Charley Hoffman,-0.119,-0.037,0.408,-0.006,-0.485,306.1,55.67,68.38,59.87,2.11,52.04,2023,0.371,-0.491
Chesson Hadley,0.177,-0.168,0.343,-0.388,0.389,299.3,58.25,69.27,60.19,2.41,54.74,2023,0.17500000000000002,0.0010000000000000009
Chez Reavie,-0.199,-0.229,0.367,-0.213,-0.124,288.4,65.8,68.52,58.09,3.23,48.46,2023,0.13799999999999998,-0.33699999999999997
Chris Kirk,0.819,0.009,0.392,0.283,0.134,296.4,61.35,66.67,62.5,1.98,59.85,2023,0.401,0.417
Chris Stroud,-0.213,-0.412,0.229,-0.078,0.048,289.2,60.25,68.71,62.31,3.61,53.42,2023,-0.18299999999999997,-0.03
Christiaan Bezuidenhout,0.215,-0.38,0.151,0.205,0.239,291.4,61.45,65.11,63.15,2.06,60.33,2023,-0.229,0.44399999999999995
Cody Gribble,-0.21,0.16,-0.059,-0.002,-0.309,299.9,60.51,67.54,60.64,2.38,47.92,2023,0.101,-0.311
Collin Morikawa,1.438,0.487,1.012,0.047,-0.109,296.2,68.03,70.99,59.81,3.14,53.33,2023,1.499,-0.062
Corey Conners,0.918,0.586,0.534,-0.066,-0.136,300.6,61.4,70.22,57.48,3.24,47.15,2023,1.12,-0.202
Danny Willett,-0.129,-0.147,-0.213,0.115,0.115,292.1,58.03,61.19,62.39,1.77,57.69,2023,-0.36,0.23
David Lingmerth,-0.57,-0.498,-0.061,-0.072,0.06,278.5,67.0,61.05,59.16,3.05,57.59,2023,-0.5589999999999999,-0.011999999999999997
David Lipsky,-0.21,-0.133,0.33,0.059,-0.466,292.7,63.25,67.48,56.22,2.69,46.11,2023,0.197,-0.40700000000000003
Davis Riley,-0.112,-0.017,0.361,-0.323,-0.133,305.9,58.92,66.01,54.65,3.7,38.89,2023,0.344,-0.456
Davis Thompson,0.157,0.449,-0.198,0.058,-0.152,310.3,60.39,69.39,58.6,3.37,54.26,2023,0.251,-0.094
Denny McCarthy,1.004,0.035,0.102,0.143,0.724,295.5,61.5,66.94,65.04,2.18,54.93,2023,0.137,0.867
Doc Redman,-0.45,0.052,-0.134,-0.388,0.02,293.5,62.21,69.94,53.32,2.3,51.43,2023,-0.08200000000000002,-0.368
Doug Ghim,0.297,0.247,0.174,0.093,-0.218,297.7,67.85,71.51,63.52,3.89,48.94,2023,0.421,-0.125
Dylan Frittelli,-1.258,-0.695,-0.62,0.016,0.041,303.2,46.99,59.62,57.14,3.65,38.93,2023,-1.315,0.057
Dylan Wu,0.595,0.006,0.253,0.007,0.33,298.2,60.45,70.39,59.65,3.13,55.48,2023,0.259,0.337
Emiliano Grillo,0.266,0.203,0.213,-0.194,0.055,301.3,61.35,67.99,58.37,3.03,47.24,2023,0.41600000000000004,-0.139
Eric Cole,1.064,-0.268,0.545,0.282,0.505,299.0,54.27,65.92,63.39,1.08,54.89,2023,0.277,0.7869999999999999
Erik van Rooyen,-0.415,0.063,0.056,-0.367,-0.168,304.9,58.06,68.38,53.15,3.7,43.88,2023,0.119,-0.535
Garrick Higgo,0.221,0.509,-0.291,-0.098,0.101,310.8,57.26,66.88,58.47,2.36,50.66,2023,0.21800000000000003,0.0030000000000000027
Gary Woodland,0.358,0.533,0.741,-0.349,-0.568,313.8,58.23,67.94,56.58,3.94,41.13,2023,1.274,-0.9169999999999999
Greyson Sigg,0.385,0.064,0.207,0.096,0.018,295.8,61.43,69.26,61.79,2.43,49.62,2023,0.271,0.114
Hank Lebioda,-0.956,-0.359,-0.221,-0.367,-0.008,297.6,58.68,67.58,58.71,3.38,48.94,2023,-0.58,-0.375
Harris English,0.516,-0.288,0.138,0.178,0.488,297.3,62.07,64.6,63.92,2.78,48.57,2023,-0.14999999999999997,0.6659999999999999
Harrison Endycott,-0.355,-0.169,-0.184,0.111,-0.113,293.2,62.37,66.23,60.81,3.23,48.98,2023,-0.353,-0.0020000000000000018
Harry Hall,0.149,-0.404,-0.304,0.158,0.698,299.8,54.0,66.39,59.64,1.22,56.69,2023,-0.708,0.856
Harry Higgs,-1.226,-0.487,-0.844,-0.113,0.218,301.6,53.87,64.68,57.12,2.3,51.08,2023,-1.331,0.105
Hayden Buckley,0.023,0.611,-0.104,-0.535,0.051,304.4,65.09,68.65,56.33,3.29,45.9,2023,0.507,-0.48400000000000004
Henrik Norlander,-0.424,-0.182,-0.004,0.04,-0.279,292.3,62.1,69.11,62.85,3.33,51.24,2023,-0.186,-0.23900000000000002
Hideki Matsuyama,0.902,0.086,0.609,0.324,-0.119,297.2,59.52,66.86,63.78,2.67,54.69,2023,0.695,0.20500000000000002
J.J. Spaun,0.587,0.293,0.268,0.237,-0.212,298.8,63.69,70.53,65.99,2.11,56.15,2023,0.5609999999999999,0.024999999999999994
J.T. Poston,0.647,-0.081,0.296,0.038,0.395,297.0,60.47,68.83,58.65,3.15,55.47,2023,0.21499999999999997,0.433
James Hahn,-0.328,0.315,-0.159,-0.28,-0.204,298.9,64.63,68.33,53.51,2.99,31.68,2023,0.156,-0.484
Jason Day,0.855,0.346,-0.02,0.192,0.336,304.2,61.67,66.74,63.88,1.45,52.5,2023,0.32599999999999996,0.528
Jason Dufner,-0.586,-0.111,0.101,0.122,-0.697,299.1,58.02,68.62,57.59,4.86,49.54,2023,-0.009999999999999995,-0.575
Jim Herman,-1.413,-0.038,-0.579,-0.3,-0.497,290.0,65.92,67.46,54.1,2.47,39.64,2023,-0.617,-0.7969999999999999
Jimmy Walker,-0.214,-0.216,-0.12,0.1,0.022,307.2,52.31,64.08,59.71,2.41,48.57,2023,-0.33599999999999997,0.122
Joel Dahmen,-0.186,0.184,0.114,0.119,-0.603,296.1,63.12,67.09,58.17,3.26,54.73,2023,0.298,-0.484
Jon Rahm,1.679,0.36,0.878,0.104,0.336,314.0,57.68,70.5,61.54,2.92,49.51,2023,1.238,0.44
Jonathan Byrd,-0.74,-0.299,-0.515,0.527,-0.454,289.3,61.29,65.19,65.69,2.9,43.68,2023,-0.8140000000000001,0.07300000000000001
Jordan Spieth,0.71,0.2,0.173,0.25,0.086,303.6,56.83,64.04,62.88,2.12,58.57,2023,0.373,0.33599999999999997
Joseph Bramlett,0.454,0.226,0.368,0.157,-0.297,312.4,51.86,68.33,59.65,2.22,53.78,2023,0.594,-0.13999999999999999
Justin Lower,-0.028,-0.243,0.073,-0.212,0.354,294.2,59.37,66.56,60.06,3.81,55.56,2023,-0.16999999999999998,0.142
Justin Rose,1.193,-0.044,0.56,0.272,0.404,295.2,62.67,65.85,61.96,4.44,65.93,2023,0.516,0.676
Justin Suh,0.119,0.052,-0.068,-0.394,0.529,299.4,63.35,66.33,55.86,1.97,46.51,2023,-0.016000000000000007,0.135
Justin Thomas,0.836,0.198,0.362,0.436,-0.161,308.5,55.19,65.74,58.78,3.97,50.0,2023,0.56,0.275
K.H. Lee,0.345,0.035,0.063,0.257,-0.01,300.7,59.57,68.59,59.5,3.13,52.05,2023,0.098,0.247
Keegan Bradley,0.885,0.202,0.237,0.0,0.447,305.6,58.49,67.07,57.0,1.45,46.55,2023,0.439,0.447
Keith Mitchell,0.483,0.743,-0.288,-0.027,0.054,313.7,63.32,67.73,58.42,2.67,51.67,2023,0.455,0.027
Kelly Kraft,-0.427,-0.198,-0.245,-0.292,0.308,287.3,66.69,66.98,58.88,2.59,47.76,2023,-0.443,0.016000000000000014
Kevin Chappell,-0.157,-0.165,0.121,-0.073,-0.04,302.0,55.44,68.06,58.07,2.63,48.68,2023,-0.04400000000000001,-0.11299999999999999
Kevin Roy,-0.269,-0.132,0.574,-0.13,-0.581,303.4,58.37,68.49,58.0,3.45,46.53,2023,0.44199999999999995,-0.711
Kevin Streelman,0.166,0.007,0.142,0.135,-0.118,297.3,59.83,66.61,58.93,2.69,49.38,2023,0.149,0.017000000000000015
Kevin Tway,-0.231,0.046,-0.15,-0.134,0.019,308.1,52.59,67.93,59.86,2.93,46.4,2023,-0.104,-0.115
Kevin Yu,0.236,0.803,0.204,0.033,-0.804,311.3,61.5,72.61,54.0,4.11,41.0,2023,1.0070000000000001,-0.771
Kramer Hickok,-0.359,0.024,-0.132,-0.061,-0.191,296.7,63.44,68.61,63.69,3.47,52.94,2023,-0.10800000000000001,-0.252
Kurt Kitayama,0.125,-0.117,0.285,0.106,-0.149,306.2,51.46,63.27,59.03,3.14,52.78,2023,0.16799999999999998,-0.043
Kyle Westmoreland,-0.897,0.093,-0.51,-0.05,-0.431,313.5,47.59,66.46,54.51,4.26,45.08,2023,-0.41700000000000004,-0.481
Lanto Griffin,-0.295,0.149,-0.405,-0.08,0.041,302.3,63.65,68.52,60.37,4.09,56.12,2023,-0.256,-0.039
Lee Hodges,0.431,0.245,0.18,-0.16,0.165,300.3,60.14,65.52,60.84,2.69,47.92,2023,0.425,0.0050000000000000044
Lucas Glover,0.444,0.282,0.566,-0.061,-0.344,294.9,68.86,70.5,62.71,4.44,54.26,2023,0.8479999999999999,-0.40499999999999997
Lucas Herbert,-0.252,0.181,-0.496,-0.337,0.398,304.5,55.83,62.1,59.81,2.05,42.99,2023,-0.315,0.061
Ludvig Åberg,1.507,0.982,-0.006,0.209,0.322,317.1,65.47,73.33,60.83,1.28,46.81,2023,0.976,0.531
Luke List,0.164,0.641,0.267,-0.123,-0.623,311.3,54.47,70.78,55.13,3.58,43.45,2023,0.908,-0.746
MJ Daffue,-0.211,0.571,-0.374,-0.199,-0.209,310.5,58.46,66.99,57.68,3.7,51.5,2023,0.19699999999999995,-0.40800000000000003
Mackenzie Hughes,0.201,-0.32,-0.23,0.383,0.367,299.5,55.35,65.61,61.34,1.92,45.26,2023,-0.55,0.75
Mark Hubbard,0.614,-0.182,0.572,0.203,0.02,292.6,61.23,68.2,60.99,2.1,52.69,2023,0.38999999999999996,0.223
Martin Laird,-0.234,-0.194,-0.042,0.051,-0.05,292.4,65.79,69.63,58.63,3.52,48.46,2023,-0.23600000000000002,0.000999999999999994
Martin Trainer,-1.099,-0.364,-0.65,-0.032,-0.053,302.2,56.41,65.17,57.72,4.8,42.0,2023,-1.014,-0.08499999999999999
Matt Fitzpatrick,0.921,0.211,-0.053,0.238,0.525,304.1,56.61,65.14,64.63,2.38,57.27,2023,0.158,0.763
Matt Kuchar,0.567,0.027,0.035,0.359,0.145,294.4,63.29,67.89,66.16,2.14,68.0,2023,0.062,0.504
Matt NeSmith,0.091,0.006,0.245,-0.03,-0.13,297.1,62.27,69.47,57.17,3.23,51.35,2023,0.251,-0.16
Matt Wallace,-0.052,-0.423,0.172,0.228,-0.03,302.7,54.84,64.62,60.0,2.88,51.45,2023,-0.251,0.198
Matthias Schwab,-1.021,-0.443,-0.446,0.242,-0.374,294.0,61.53,65.59,58.93,3.02,48.15,2023,-0.889,-0.132
Matti Schmid,-0.18,0.237,-0.016,-0.473,0.071,314.1,59.93,68.57,54.36,2.58,47.17,2023,0.22099999999999997,-0.40199999999999997
Maverick McNealy,0.227,-0.601,-0.269,0.141,0.956,299.9,54.67,63.14,64.59,2.78,57.28,2023,-0.87,1.097
Max Homa,1.638,0.317,0.475,0.233,0.612,304.8,60.15,66.86,64.52,0.72,55.56,2023,0.792,0.845
Max McGreevy,-1.73,-0.439,-0.79,0.025,-0.527,290.2,59.17,63.59,55.39,1.27,53.85,2023,-1.229,-0.502
Michael Gligic,-1.409,-0.081,-0.534,-0.513,-0.281,304.6,52.61,64.16,54.35,3.33,39.83,2023,-0.615,-0.794
Michael Kim,0.35,-0.019,0.224,0.05,0.094,305.0,58.61,68.16,60.61,1.61,56.0,2023,0.20500000000000002,0.14400000000000002
Nate Lashley,0.351,-0.105,0.318,0.063,0.074,297.4,60.72,69.73,58.49,2.26,47.62,2023,0.21300000000000002,0.137
Nick Hardy,0.144,0.09,0.221,-0.214,0.048,309.2,57.28,69.11,57.32,2.22,49.14,2023,0.311,-0.16599999999999998
Nick Taylor,0.67,-0.123,0.37,0.181,0.241,293.7,58.49,65.59,60.42,2.58,50.0,2023,0.247,0.422
Nick Watney,-1.908,-1.343,-0.191,-0.181,-0.193,295.8,48.54,63.45,53.6,3.33,47.62,2023,-1.534,-0.374
Nico Echavarria,-0.931,-0.113,-0.416,-0.237,-0.165,299.4,59.67,65.74,58.0,2.59,47.11,2023,-0.529,-0.402
Nicolai Hojgaard,0.731,-0.061,0.36,0.016,0.415,317.7,50.16,68.96,53.31,1.28,55.17,2023,0.299,0.431
Patrick Cantlay,1.869,0.852,0.564,0.147,0.305,308.6,65.51,69.75,63.27,2.34,47.27,2023,1.416,0.45199999999999996
Patrick Rodgers,0.493,0.199,-0.059,0.19,0.161,308.8,54.05,65.63,61.97,2.6,55.1,2023,0.14,0.351
Patton Kizzire,-0.38,-0.266,-0.029,0.031,-0.116,300.8,57.94,66.67,59.17,1.91,51.39,2023,-0.29500000000000004,-0.085
Paul Haley II,-1.044,-0.352,-0.441,-0.012,-0.238,284.1,65.75,64.79,57.63,4.04,52.82,2023,-0.7929999999999999,-0.25
Peter Kuest,0.773,0.488,0.052,-0.342,0.575,321.7,61.27,73.79,61.75,2.78,59.32,2023,0.54,0.23299999999999993
Peter Malnati,-0.182,-0.571,-0.312,0.265,0.436,295.2,51.63,62.81,60.06,2.69,54.78,2023,-0.883,0.7010000000000001
Richy Werenski,-0.76,-0.137,-0.802,-0.138,0.316,300.5,58.38,62.79,57.01,2.22,53.5,2023,-0.9390000000000001,0.178
Rickie Fowler,1.426,0.126,0.74,0.269,0.29,308.1,58.51,68.11,61.52,1.33,55.04,2023,0.866,0.5589999999999999
Robby Shelton,-0.076,-0.296,0.125,0.219,-0.123,294.1,59.11,65.49,60.53,1.8,61.03,2023,-0.17099999999999999,0.096
Robert Streb,-0.684,-0.037,-0.229,0.023,-0.441,297.6,56.98,66.53,59.84,2.33,42.55,2023,-0.266,-0.418
Rory McIlroy,2.102,0.907,0.721,0.309,0.164,326.3,53.25,67.88,61.35,1.63,50.57,2023,1.6280000000000001,0.473
Russell Henley,0.882,0.197,0.556,0.249,-0.121,290.9,72.57,69.51,63.99,2.78,46.39,2023,0.7530000000000001,0.128
Russell Knox,-0.293,-0.511,0.54,-0.046,-0.277,285.3,62.7,71.69,58.0,2.54,48.12,2023,0.029000000000000026,-0.323
Ryan Armour,-0.53,-0.153,-0.043,-0.126,-0.208,283.6,71.1,69.08,56.64,2.08,44.36,2023,-0.196,-0.33399999999999996
Ryan Brehm,-1.159,-0.376,-0.554,-0.44,0.212,308.1,48.96,64.53,54.1,3.37,46.92,2023,-0.93,-0.228
Ryan Gerard,-0.21,-0.148,0.25,0.13,-0.443,297.7,58.95,65.05,56.92,3.89,44.33,2023,0.10200000000000001,-0.313
Ryan Moore,0.171,-0.112,0.522,-0.211,-0.029,287.0,70.15,69.41,63.89,2.68,56.56,2023,0.41000000000000003,-0.24
Ryan Palmer,-0.068,0.21,0.223,-0.158,-0.343,301.2,61.92,67.93,57.24,3.29,49.15,2023,0.433,-0.501
S.H. Kim,0.466,0.412,-0.435,0.21,0.278,308.7,56.53,63.36,64.07,2.61,59.24,2023,-0.02300000000000002,0.488
S.Y. Noh,-0.743,-0.624,-0.335,-0.01,0.224,303.7,52.59,66.67,57.6,3.33,52.27,2023,-0.9590000000000001,0.214
Sahith Theegala,0.788,-0.139,0.175,0.267,0.485,304.9,52.85,64.94,59.04,2.49,55.0,2023,0.035999999999999976,0.752
Sam Burns,0.796,0.266,-0.1,0.046,0.584,311.4,56.61,63.65,61.89,2.08,56.56,2023,0.166,0.63
Sam Ryder,0.556,-0.385,0.484,-0.036,0.493,294.3,57.08,66.77,60.39,1.63,47.65,2023,0.09899999999999998,0.457
Sam Stevens,0.154,0.4,-0.049,0.116,-0.314,310.6,55.75,67.45,57.65,2.36,50.97,2023,0.35100000000000003,-0.198
Satoshi Kodaira,-0.245,-0.131,0.115,0.171,-0.401,287.1,71.0,69.14,65.43,4.39,54.26,2023,-0.016,-0.23
Scott Harrington,-0.67,0.149,-0.246,-0.114,-0.441,308.1,52.74,66.39,54.96,3.26,54.24,2023,-0.097,-0.555
Scott Piercy,-0.144,-0.098,-0.017,-0.02,-0.009,293.3,60.32,65.15,61.84,2.78,47.95,2023,-0.115,-0.028999999999999998
Scott Stallings,-0.288,0.031,-0.138,0.09,-0.272,301.1,56.36,65.94,60.19,4.12,47.11,2023,-0.10700000000000001,-0.18200000000000002
Scottie Scheffler,2.314,1.021,1.194,0.399,-0.301,310.3,62.09,74.43,64.94,2.53,44.21,2023,2.215,0.09800000000000003
Seamus Power,-0.046,-0.034,-0.354,0.139,0.202,300.0,58.75,65.45,58.04,1.62,45.87,2023,-0.388,0.341
Sean O'Hair,-0.405,-0.031,-0.193,-0.043,-0.139,293.3,62.38,66.56,63.58,2.34,58.43,2023,-0.224,-0.182
Sepp Straka,0.474,-0.01,0.509,-0.242,0.216,299.5,64.49,68.24,54.75,3.09,43.8,2023,0.499,-0.025999999999999995
Shane Lowry,0.822,0.408,0.461,0.067,-0.114,303.8,64.0,66.31,56.65,1.63,52.75,2023,0.869,-0.047
Si Woo Kim,0.676,0.462,0.321,0.201,-0.308,296.9,67.8,65.89,63.52,1.98,59.07,2023,0.783,-0.10699999999999998
Stephan Jaeger,0.834,0.332,0.213,0.387,-0.09,306.1,57.86,70.49,62.35,2.26,53.07,2023,0.545,0.29700000000000004
Stewart Cink,-0.41,-0.317,-0.108,0.098,-0.084,305.5,52.7,66.04,58.49,2.26,41.96,2023,-0.425,0.013999999999999999
Sung Kang,-0.876,-0.61,0.013,-0.183,-0.097,289.0,52.11,67.23,53.98,1.31,61.43,2023,-0.597,-0.28
Sungjae Im,1.049,0.467,0.095,0.279,0.207,299.3,62.98,66.45,62.58,2.11,61.9,2023,0.562,0.486
Tano Goya,-0.28,0.145,-0.445,0.156,-0.136,303.1,61.55,68.7,61.34,3.77,55.73,2023,-0.30000000000000004,0.01999999999999999
Taylor Montgomery,0.477,-0.206,-0.515,0.278,0.919,303.8,54.45,62.96,60.74,1.3,51.85,2023,-0.721,1.197
Taylor Moore,0.349,-0.041,-0.039,0.015,0.414,307.1,55.91,64.14,61.66,2.96,48.61,2023,-0.08,0.429
Taylor Pendrith,0.195,0.32,0.014,-0.113,-0.026,310.4,55.62,69.53,58.01,2.04,48.63,2023,0.334,-0.139
Thomas Detry,0.328,0.029,-0.056,0.095,0.259,307.7,57.81,65.21,62.74,1.98,55.71,2023,-0.027,0.354
Tom Hoge,0.482,-0.253,0.706,-0.134,0.162,295.9,59.17,67.36,58.1,3.94,46.0,2023,0.45299999999999996,0.027999999999999997
Tom Kim,0.949,0.128,0.655,0.05,0.115,297.6,67.49,69.51,61.54,1.78,45.45,2023,0.783,0.165
Tommy Fleetwood,1.699,0.388,0.462,0.355,0.493,302.3,61.82,64.56,65.47,1.67,57.85,2023,0.8500000000000001,0.848
Tony Finau,1.124,0.288,0.789,0.178,-0.133,304.2,60.7,69.11,61.24,1.69,50.46,2023,1.077,0.044999999999999984
Trevor Cone,-0.345,0.55,-0.179,-0.503,-0.197,314.0,53.63,69.65,55.58,4.96,50.42,2023,0.37100000000000005,-0.7
Trevor Werbylo,-1.042,-0.137,-0.757,0.036,-0.185,305.7,51.44,64.12,57.65,2.11,51.01,2023,-0.894,-0.149
Trey Mullinax,-0.537,-0.111,0.032,-0.132,-0.328,311.8,48.89,63.54,56.87,2.99,46.08,2023,-0.079,-0.46
Troy Merritt,-0.324,-0.026,-0.075,0.206,-0.429,293.4,65.83,65.28,60.87,3.13,49.62,2023,-0.10099999999999999,-0.223
Tyler Duncan,-0.093,0.484,-0.125,-0.348,-0.104,298.8,67.43,70.8,57.09,3.2,44.88,2023,0.359,-0.45199999999999996
Tyrrell Hatton,1.678,0.533,0.419,0.128,0.597,306.5,59.41,66.38,63.98,1.94,51.3,2023,0.952,0.725
Tyson Alexander,-0.952,-0.426,-0.291,0.057,-0.293,299.5,53.3,63.86,56.96,1.68,53.55,2023,-0.717,-0.236
Viktor Hovland,1.648,0.741,0.61,0.06,0.236,307.6,63.7,68.18,62.1,1.77,58.25,2023,1.351,0.296
Vincent Norrman,0.24,0.469,0.084,-0.03,-0.283,314.2,57.85,69.02,57.59,2.47,48.28,2023,0.5529999999999999,-0.31299999999999994
Webb Simpson,-0.301,-0.221,0.051,-0.095,-0.036,299.6,62.17,63.45,56.27,3.51,48.28,2023,-0.17,-0.131
Wesley Bryan,-1.074,-0.446,-0.423,0.278,-0.483,299.6,53.96,64.93,62.05,4.9,50.72,2023,-0.869,-0.20499999999999996
Will Gordon,-0.073,0.358,0.154,-0.416,-0.169,311.4,61.57,70.82,52.14,3.59,51.92,2023,0.512,-0.585
William McGirt,-0.052,-0.352,-0.056,0.102,0.255,280.0,65.72,65.83,63.19,3.27,60.26,2023,-0.408,0.357
Wyndham Clark,1.201,0.139,0.436,0.255,0.37,313.5,54.91,67.76,61.99,2.26,56.49,2023,0.575,0.625
Xander Schauffele,1.869,0.265,0.88,0.056,0.667,304.1,57.46,68.45,63.04,1.32,56.1,2023,1.145,0.7230000000000001
Zac Blair,0.05,-0.264,0.093,0.218,0.004,281.6,68.12,66.45,58.6,2.47,53.28,2023,-0.171,0.222
Zach Johnson,-0.429,-0.199,-0.31,-0.029,0.109,290.1,65.86,65.77,59.67,3.44,41.28,2023,-0.509,0.08
Zecheng Dou,-0.369,0.127,-0.142,0.085,-0.44,302.6,54.49,67.58,56.36,3.23,36.21,2023,-0.014999999999999986,-0.355
Aaron Baddeley,-0.499,-1.031,-0.359,0.404,0.487,283.4,57.92,63.39,64.24,1.21,68.57,2024,-1.39,0.891
Aaron Rai,1.185,0.303,0.676,0.152,0.054,293.8,72.02,71.58,63.18,2.42,50.0,2024,0.9790000000000001,0.206
Adam Hadwin,-0.028,-0.002,-0.053,0.004,0.023,297.6,61.98,64.91,55.51,1.85,52.21,2024,-0.055,0.027
Adam Schenk,-0.411,0.188,-0.531,-0.094,0.026,302.1,60.05,65.16,59.45,3.33,54.41,2024,-0.343,-0.068
Adam Scott,0.938,0.321,0.114,0.104,0.399,307.1,58.28,66.35,62.09,0.88,57.02,2024,0.435,0.503
Adam Svensson,0.1,0.059,0.344,0.145,-0.447,297.4,65.7,67.55,61.44,2.69,57.33,2024,0.40299999999999997,-0.30200000000000005
Adrien Dumont de Chassart,-1.207,-0.336,-0.379,-0.227,-0.266,302.6,55.54,66.22,55.56,2.22,48.45,2024,-0.7150000000000001,-0.493
Akshay Bhatia,0.748,0.188,0.264,-0.048,0.345,299.8,65.5,66.02,61.79,2.44,57.86,2024,0.452,0.297
Alejandro Tosti,-0.713,0.547,-0.602,-0.244,-0.414,315.6,52.93,65.06,51.84,5.11,45.28,2024,-0.05499999999999994,-0.6579999999999999
Alex Noren,1.011,0.118,0.286,0.394,0.213,295.5,63.78,68.28,67.26,3.22,63.39,2024,0.40399999999999997,0.607
Alex Smalley,-0.351,0.352,-0.086,-0.198,-0.418,307.5,62.43,70.65,56.78,2.67,50.0,2024,0.266,-0.616
Andrew Novak,0.786,0.159,0.43,0.2,-0.003,298.7,58.76,71.15,62.88,1.62,65.18,2024,0.589,0.197
Andrew Putnam,0.297,-0.485,0.212,0.28,0.289,280.8,65.7,68.92,62.22,2.08,56.82,2024,-0.273,0.569
Austin Eckroat,0.301,0.333,0.395,-0.243,-0.172,300.8,67.86,66.17,56.75,2.0,53.95,2024,0.728,-0.415
