player_name,sg_total,sg_ott,sg_app,sg_arg,sg_putt,driving_dist,driving_acc,gir_pct,scrambling_pct,putts_per_round,scoring_avg,season,sg_ballstriking,sg_shortgame
Aaron Wise,1.053,0.387,0.489,0.076,0.1,308.3,59.15,69.06,62.63,2.78,42.98,2022,0.876,0.176
Abraham Ancer,0.139,0.395,0.026,-0.447,0.165,297.1,70.54,66.86,60.69,2.94,47.96,2022,0.42100000000000004,-0.28200000000000003
Adam Hadwin,0.678,-0.084,0.274,0.361,0.127,297.2,63.71,67.84,61.61,1.11,59.2,2022,0.19,0.488
Adam Long,0.553,0.088,0.062,0.0,0.402,291.6,64.74,67.17,64.23,2.26,54.74,2022,0.15,0.402
Adam Schenk,-0.233,-0.052,0.152,-0.386,0.053,304.0,56.25,64.44,57.99,2.51,39.35,2022,0.1,-0.333
Adam Scott,0.619,0.158,0.256,-0.075,0.279,312.4,55.34,67.67,57.76,1.75,52.73,2022,0.41400000000000003,0.20400000000000001
Adam Svensson,0.193,-0.005,0.331,-0.178,0.044,293.4,64.1,67.44,56.48,3.33,47.71,2022,0.326,-0.134
Alex Noren,0.482,-0.019,0.002,0.042,0.457,299.8,56.22,65.71,64.56,2.05,59.0,2022,-0.017,0.499
Alex Smalley,0.12,0.207,0.26,-0.115,-0.233,306.5,60.41,68.28,60.45,2.68,51.75,2022,0.46699999999999997,-0.34800000000000003
Andrew Novak,-0.322,-0.08,0.164,0.024,-0.43,297.1,56.33,65.06,62.13,4.44,48.48,2022,0.084,-0.40599999999999997
Andrew Putnam,0.437,-0.238,0.032,0.333,0.31,284.8,64.54,66.55,65.72,2.68,57.94,2022,-0.206,0.643
Anirban Lahiri,0.231,0.448,-0.18,0.145,-0.181,298.2,61.9,64.89,59.12,1.39,50.0,2022,0.268,-0.036000000000000004
Austin Cook,-0.281,-0.348,-0.272,0.013,0.327,285.5,66.98,64.01,62.19,1.93,50.5,2022,-0.62,0.34
Austin Smotherman,0.222,0.428,0.412,-0.356,-0.262,304.6,63.1,68.47,57.21,3.14,41.9,2022,0.84,-0.618
Beau Hossler,0.071,-0.121,-0.666,0.141,0.717,309.3,52.09,63.49,58.7,1.52,49.06,2022,-0.787,0.858
Ben Kohles,-0.52,-0.546,0.13,-0.319,0.215,287.3,60.69,67.46,55.01,1.26,42.42,2022,-0.41600000000000004,-0.10400000000000001
Bill Haas,-0.29,-0.276,-0.513,0.349,0.151,300.5,55.75,64.69,63.46,2.87,54.3,2022,-0.789,0.5
Billy Horschel,1.031,0.237,-0.067,0.413,0.448,297.3,65.05,68.17,62.59,3.61,56.3,2022,0.16999999999999998,0.861
Bo Hoag,-0.866,-0.237,-0.306,-0.201,-0.122,294.9,60.06,65.42,54.75,3.09,39.71,2022,-0.5429999999999999,-0.323
Branden Grace,-0.834,0.028,-0.318,0.001,-0.544,296.4,60.14,65.38,59.88,1.85,54.93,2022,-0.29,-0.543
Brandon Hagy,-1.046,0.079,-0.539,-0.29,-0.296,317.9,48.18,62.54,53.23,4.41,51.97,2022,-0.46,-0.586
Brandon Wu,-0.195,0.165,-0.019,-0.276,-0.065,295.3,62.12,69.22,57.8,2.67,48.91,2022,0.14600000000000002,-0.341
Brandt Snedeker,-0.618,-0.355,-0.081,0.04,-0.223,287.1,62.15,66.2,57.1,2.38,47.0,2022,-0.436,-0.183
Brendan Steele,0.343,0.694,0.325,-0.135,-0.541,307.8,61.39,69.33,60.55,2.78,45.22,2022,1.019,-0.676
Brendon Todd,0.519,-0.34,-0.065,0.144,0.781,279.0,69.31,64.99,64.44,2.55,52.89,2022,-0.405,0.925
Brett Drewitt,-1.364,-0.726,-0.482,0.17,-0.325,295.9,56.41,64.66,55.83,3.44,45.71,2022,-1.208,-0.155
Brian Harman,0.608,0.127,0.177,0.186,0.118,292.2,66.56,67.09,62.89,2.35,61.87,2022,0.304,0.304
Brian Stuard,-0.656,-0.475,0.021,0.146,-0.349,277.4,71.32,64.98,61.85,3.47,44.96,2022,-0.45399999999999996,-0.20299999999999999
Brice Garnett,-0.104,0.042,-0.266,0.117,0.003,293.7,67.26,67.17,63.08,2.88,49.12,2022,-0.224,0.12000000000000001
Brooks Koepka,0.124,0.21,-0.064,-0.284,0.262,311.9,53.41,63.16,56.39,2.59,50.0,2022,0.146,-0.021999999999999964
C.T. Pan,0.276,-0.027,0.2,0.08,0.022,296.7,62.26,66.53,60.12,2.08,59.66,2022,0.17300000000000001,0.10200000000000001
Callum Tarren,0.208,0.122,0.197,-0.097,-0.013,312.4,51.83,66.91,57.18,3.47,46.6,2022,0.319,-0.11
Cam Davis,0.542,0.138,0.269,0.038,0.096,308.5,55.74,65.31,59.57,2.31,54.81,2022,0.40700000000000003,0.134
Cameron Champ,-0.082,0.637,-0.178,-0.365,-0.177,321.4,57.79,67.16,55.59,4.39,39.33,2022,0.459,-0.542
Cameron Percy,-0.062,0.021,-0.078,0.131,-0.136,292.3,61.41,66.79,60.84,2.96,55.56,2022,-0.056999999999999995,-0.0050000000000000044
Cameron Smith,1.433,-0.125,0.771,0.223,0.563,299.7,57.49,68.01,59.94,0.98,52.24,2022,0.646,0.7859999999999999
Cameron Tringale,0.269,-0.135,0.294,0.103,0.007,301.9,58.59,67.45,57.88,3.7,41.41,2022,0.15899999999999997,0.11
Cameron Young,1.265,0.914,0.098,0.112,0.141,319.3,58.67,64.91,62.55,2.31,48.23,2022,1.012,0.253
Camilo Villegas,-0.626,-0.331,0.017,0.298,-0.611,290.9,58.17,65.62,54.8,2.08,42.86,2022,-0.314,-0.313
Carlos Ortiz,-0.622,-0.069,-0.141,-0.351,-0.061,303.4,56.89,63.39,55.72,1.67,41.74,2022,-0.21,-0.412
Chad Ramey,-0.51,-0.192,0.053,-0.167,-0.205,288.9,64.93,65.91,55.36,3.21,44.04,2022,-0.139,-0.372
Charles Howell III,0.68,0.398,0.064,0.413,-0.195,304.1,61.84,70.99,60.28,3.13,60.0,2022,0.462,0.21799999999999997
Charley Hoffman,-0.593,0.008,-0.107,-0.061,-0.434,309.6,50.32,65.22,56.48,3.62,50.0,2022,-0.099,-0.495
Chase Seiffert,-0.289,0.003,0.186,0.001,-0.479,289.7,63.37,66.01,59.62,3.27,46.58,2022,0.189,-0.478
Chesson Hadley,-0.173,-0.433,-0.003,-0.248,0.511,301.8,55.45,65.35,59.12,2.67,51.64,2022,-0.436,0.263
Chez Reavie,-0.184,-0.209,0.467,-0.074,-0.368,283.9,70.43,66.54,60.35,2.35,49.59,2022,0.258,-0.442
Chris Kirk,0.999,0.367,0.256,0.408,-0.033,300.1,64.5,66.14,62.89,3.7,55.97,2022,0.623,0.375
Christiaan Bezuidenhout,0.753,-0.035,0.12,0.015,0.653,291.6,62.4,66.04,66.05,2.02,64.71,2022,0.08499999999999999,0.668
Collin Morikawa,0.978,0.361,0.854,-0.149,-0.088,301.8,65.27,68.61,59.59,2.61,47.19,2022,1.2149999999999999,-0.237
Corey Conners,1.143,0.7,0.601,-0.06,-0.099,302.7,66.83,71.9,59.09,4.4,45.61,2022,1.301,-0.159
Curtis Thompson,-0.852,-0.029,-0.505,-0.299,-0.019,309.2,53.33,63.11,59.06,3.47,50.0,2022,-0.534,-0.318
Danny Lee,-0.654,0.072,-0.085,-0.379,-0.263,297.8,55.43,61.86,56.02,3.22,49.07,2022,-0.013000000000000012,-0.642
Danny Willett,0.004,0.016,-0.458,0.513,-0.066,297.2,61.55,64.52,60.61,2.78,50.68,2022,-0.442,0.447
David Lipsky,0.346,0.001,0.354,0.026,-0.036,295.2,65.24,68.12,56.83,2.58,49.64,2022,0.355,-0.009999999999999998
David Skinns,-0.708,-0.819,-0.09,0.045,0.156,301.8,51.15,64.06,53.86,3.03,48.39,2022,-0.9089999999999999,0.201
Davis Riley,0.578,0.312,0.161,-0.003,0.107,307.6,61.93,66.96,57.78,1.98,47.83,2022,0.473,0.104
Dawie van der Walt,-0.88,-0.03,-0.24,-0.384,-0.227,298.2,59.49,63.8,53.71,4.11,30.26,2022,-0.27,-0.611
Denny McCarthy,0.837,-0.183,-0.059,0.261,0.818,291.6,64.49,65.33,65.54,1.98,57.69,2022,-0.242,1.079
Doc Redman,-0.264,-0.114,0.146,-0.421,0.125,294.8,60.18,67.3,56.34,3.42,47.32,2022,0.03199999999999999,-0.296
Doug Ghim,-0.157,0.135,0.158,-0.045,-0.405,295.6,64.22,66.47,60.95,2.06,50.5,2022,0.29300000000000004,-0.45
Dylan Frittelli,-0.041,-0.192,-0.007,0.096,0.061,304.1,50.5,64.64,59.29,1.39,46.21,2022,-0.199,0.157
Dylan Wu,-0.64,-0.239,-0.204,-0.137,-0.06,296.5,58.86,66.58,57.32,2.66,40.91,2022,-0.44299999999999995,-0.197
Emiliano Grillo,0.448,0.48,0.043,-0.054,-0.022,305.6,64.07,67.92,57.94,3.7,42.86,2022,0.523,-0.076
Erik van Rooyen,-0.292,0.09,0.411,-0.46,-0.333,299.4,61.41,65.05,51.66,3.13,36.71,2022,0.501,-0.793
Francesco Molinari,0.053,-0.267,-0.142,0.336,0.126,295.4,61.21,63.42,57.31,3.92,51.25,2022,-0.40900000000000003,0.462
Garrick Higgo,-0.98,-0.128,-0.155,-0.394,-0.303,305.0,56.97,63.79,45.77,2.38,36.73,2022,-0.28300000000000003,-0.6970000000000001
Gary Woodland,0.804,0.303,0.318,0.144,0.039,309.9,56.8,66.1,61.05,3.86,48.35,2022,0.621,0.183
Greyson Sigg,-0.049,0.017,0.056,-0.071,-0.051,294.9,62.87,68.09,61.12,2.98,47.29,2022,0.07300000000000001,-0.122
Hank Lebioda,0.061,-0.235,0.085,0.015,0.195,294.2,62.12,65.63,61.01,3.29,45.08,2022,-0.14999999999999997,0.21000000000000002
Harold Varner III,0.554,-0.058,0.458,0.348,-0.194,305.8,54.61,66.51,60.82,2.38,54.95,2022,0.4,0.15399999999999997
Harry Higgs,-0.824,-0.35,-0.6,-0.089,0.215,301.8,55.52,61.39,60.61,1.79,50.0,2022,-0.95,0.126
Hayden Buckley,0.139,0.568,0.086,-0.207,-0.308,300.1,67.51,69.54,56.71,2.49,48.76,2022,0.6539999999999999,-0.515
Henrik Norlander,-0.478,-0.222,0.158,0.061,-0.476,291.0,62.35,68.13,57.63,3.11,51.61,2022,-0.064,-0.415
Hideki Matsuyama,1.015,0.127,0.711,0.206,-0.028,304.7,59.37,68.29,64.23,4.17,54.92,2022,0.838,0.178
Hudson Swafford,-0.314,-0.008,0.438,-0.747,0.002,307.4,60.76,66.75,54.05,4.23,52.38,2022,0.43,-0.745
Ian Poulter,0.283,-0.219,-0.217,0.251,0.468,295.6,62.1,62.25,61.2,2.78,54.65,2022,-0.436,0.7190000000000001
J.J. Spaun,0.308,0.124,0.127,-0.043,0.1,294.7,64.11,67.02,60.11,2.11,44.09,2022,0.251,0.05700000000000001
J.T. Poston,0.697,0.18,0.018,0.218,0.279,298.2,59.45,66.73,64.9,3.07,53.28,2022,0.19799999999999998,0.497
James Hahn,-0.058,0.286,0.013,-0.079,-0.278,302.8,61.48,65.81,60.87,1.62,52.73,2022,0.299,-0.35700000000000004
Jared Wolfe,-0.644,-0.079,-0.189,-0.218,-0.157,309.6,55.66,68.64,57.96,4.29,44.87,2022,-0.268,-0.375
Jason Day,0.201,0.018,-0.137,0.231,0.089,301.6,61.19,64.72,59.94,1.54,47.06,2022,-0.11900000000000001,0.32
Jason Dufner,-1.087,-0.287,-0.085,-0.014,-0.701,292.1,59.37,64.11,54.8,3.33,42.47,2022,-0.372,-0.715
Jason Kokrak,0.337,0.117,0.026,-0.058,0.252,309.2,61.31,65.3,60.63,1.85,55.45,2022,0.14300000000000002,0.194
Jhonattan Vegas,0.375,0.393,0.396,-0.182,-0.232,315.7,55.39,68.11,57.01,2.27,48.21,2022,0.789,-0.41400000000000003
Jim Herman,-0.991,-0.035,-0.259,-0.236,-0.46,291.8,68.27,67.65,56.57,2.78,42.25,2022,-0.29400000000000004,-0.696
Jim Knous,-0.312,-0.29,-0.555,0.302,0.231,299.0,55.73,63.18,61.24,3.92,45.57,2022,-0.845,0.533
Joaquin Niemann,1.274,0.545,0.527,0.263,-0.061,309.1,56.71,67.92,61.9,1.52,55.17,2022,1.072,0.202
Joel Dahmen,-0.021,0.14,0.195,-0.229,-0.126,292.1,67.88,67.91,55.4,2.22,46.48,2022,0.335,-0.355
John Huh,0.276,-0.012,0.171,0.128,-0.011,292.0,66.44,66.82,59.5,2.78,54.39,2022,0.159,0.117
Jon Rahm,1.656,1.025,0.363,-0.098,0.367,318.9,62.5,71.59,57.54,4.01,40.78,2022,1.388,0.269
Jonas Blixt,-1.374,-0.005,-1.352,-0.253,0.236,296.6,58.76,58.78,53.91,2.78,43.88,2022,-1.357,-0.017000000000000015
Jonathan Byrd,-0.114,-0.591,-0.003,0.382,0.097,292.9,61.31,66.18,65.42,0.93,52.44,2022,-0.594,0.479
Jordan Spieth,0.839,0.335,0.416,0.295,-0.207,308.4,55.99,67.42,61.98,2.65,51.35,2022,0.751,0.088
Joseph Bramlett,-0.54,0.332,0.125,-0.046,-0.951,318.3,52.45,68.86,52.86,2.47,36.94,2022,0.457,-0.997
Joshua Creel,-0.966,-0.163,-0.409,-0.321,-0.074,284.6,63.59,60.4,57.91,2.78,56.1,2022,-0.572,-0.395
Justin Lower,-0.261,-0.334,0.093,-0.272,0.252,294.2,60.26,67.36,58.39,2.27,44.0,2022,-0.24100000000000002,-0.020000000000000018
Justin Rose,0.505,0.022,0.065,-0.032,0.45,299.5,61.04,64.92,57.77,2.43,46.25,2022,0.087,0.41800000000000004
Justin Thomas,1.68,0.538,0.696,0.355,0.091,314.3,54.78,68.35,64.67,1.94,62.71,2022,1.234,0.44599999999999995
K.H. Lee,0.418,0.22,-0.009,0.077,0.13,302.5,62.15,65.82,59.87,2.38,53.42,2022,0.211,0.20700000000000002
Keegan Bradley,1.053,0.433,0.437,0.115,0.067,307.5,59.77,66.18,58.32,2.17,47.66,2022,0.87,0.182
Keith Mitchell,1.074,0.761,0.024,0.079,0.209,311.8,61.76,67.64,63.67,5.56,54.62,2022,0.785,0.288
Kelly Kraft,-0.121,-0.102,-0.323,-0.268,0.572,289.3,66.56,63.45,57.27,2.0,45.97,2022,-0.425,0.30399999999999994
Kevin Chappell,-0.848,0.001,-0.59,-0.174,-0.085,310.1,51.76,66.46,51.2,4.63,43.21,2022,-0.589,-0.259
Kevin Kisner,0.387,-0.317,-0.171,0.314,0.561,290.4,65.52,67.17,59.74,4.04,49.51,2022,-0.488,0.875
Kevin Streelman,0.397,0.304,0.054,0.129,-0.091,295.8,69.48,66.48,64.41,3.09,52.7,2022,0.358,0.038000000000000006
Kevin Tway,-0.572,-0.105,-0.654,0.058,0.129,310.2,50.79,64.79,58.2,2.78,55.2,2022,-0.759,0.187
Kiradech Aphibarnrat,-0.674,0.015,-0.409,-0.249,-0.032,293.0,65.39,63.94,57.56,3.27,52.75,2022,-0.39399999999999996,-0.281
Kramer Hickok,-0.285,0.232,0.041,-0.283,-0.274,294.5,65.76,65.93,57.17,2.51,54.31,2022,0.273,-0.5569999999999999
Kurt Kitayama,0.29,0.142,0.149,0.016,-0.017,310.8,51.89,65.79,58.47,2.17,54.44,2022,0.291,-0.0010000000000000009
Lanto Griffin,0.292,0.012,0.438,-0.279,0.121,301.6,58.31,65.46,59.38,1.93,47.59,2022,0.45,-0.15800000000000003
Lee Hodges,0.132,0.119,0.256,0.002,-0.245,300.3,61.69,69.12,58.61,3.17,44.17,2022,0.375,-0.243
Lucas Glover,-0.195,0.23,0.368,-0.224,-0.568,297.5,67.54,68.28,54.43,5.14,41.73,2022,0.598,-0.7919999999999999
Lucas Herbert,-0.28,-0.247,-0.979,0.094,0.853,307.3,50.78,57.82,60.73,0.93,63.73,2022,-1.226,0.947
Luke Donald,0.056,-0.84,0.451,0.318,0.128,286.5,56.96,65.17,59.76,2.02,57.43,2022,-0.38899999999999996,0.446
Luke List,0.476,0.677,0.594,0.099,-0.895,314.8,55.12,69.72,57.34,5.77,47.62,2022,1.271,-0.796
Mackenzie Hughes,0.302,-0.289,-0.206,0.288,0.509,298.0,57.53,62.8,59.74,4.06,51.13,2022,-0.495,0.7969999999999999
Marc Leishman,0.784,-0.021,0.166,0.132,0.507,307.1,55.94,66.36,61.24,3.44,50.43,2022,0.14500000000000002,0.639
Mark Hubbard,0.6,-0.13,0.494,-0.003,0.239,288.3,62.78,68.3,63.92,2.5,53.77,2022,0.364,0.236
Martin Laird,0.39,0.175,0.444,0.24,-0.47,298.0,68.19,68.77,63.34,4.44,50.0,2022,0.619,-0.22999999999999998
Martin Trainer,-0.885,-0.34,-0.938,-0.127,0.52,305.5,54.12,63.53,56.45,2.3,39.25,2022,-1.278,0.393
Matt Fitzpatrick,1.792,0.636,0.28,0.452,0.425,303.8,63.38,66.83,69.62,3.51,63.86,2022,0.916,0.877
Matt Jones,0.394,0.253,0.107,0.48,-0.447,306.5,54.18,65.57,60.05,2.78,51.3,2022,0.36,0.032999999999999974
Matt Kuchar,0.756,-0.272,-0.035,0.519,0.544,287.9,63.45,63.93,69.2,1.67,64.93,2022,-0.30700000000000005,1.0630000000000002
Matt Wallace,-0.685,-0.45,-0.109,-0.123,-0.003,303.7,58.98,65.97,54.81,1.67,45.71,2022,-0.559,-0.126
Matthew NeSmith,0.409,0.168,0.417,-0.024,-0.152,298.0,63.71,68.48,57.28,3.09,43.8,2022,0.585,-0.176
Matthew Wolff,-0.259,-0.234,-0.632,0.183,0.423,318.4,50.0,62.17,55.31,3.7,44.62,2022,-0.866,0.606
Matthias Schwab,0.261,-0.241,0.18,0.204,0.118,293.8,59.42,68.65,59.24,3.17,58.25,2022,-0.061,0.32199999999999995
Maverick McNealy,0.683,0.277,-0.004,-0.044,0.454,307.4,57.92,66.79,57.98,2.08,48.61,2022,0.273,0.41000000000000003
Max Homa,1.343,0.425,0.384,0.165,0.369,306.3,60.63,65.99,59.96,2.02,51.59,2022,0.8089999999999999,0.534
Max McGreevy,-0.662,-0.316,-0.225,0.009,-0.129,289.8,63.62,63.58,57.63,2.78,42.11,2022,-0.541,-0.12000000000000001
Michael Gligic,-0.101,0.168,-0.087,-0.097,-0.084,301.2,59.35,67.29,59.09,2.91,49.06,2022,0.08100000000000002,-0.181
Michael Thompson,-0.11,-0.255,-0.133,0.132,0.146,287.9,65.87,64.09,62.43,3.11,61.65,2022,-0.388,0.278
Mito Pereira,1.111,0.386,0.679,0.047,0.012,303.9,60.37,69.6,61.81,4.06,47.1,2022,1.065,0.059
Nate Lashley,0.29,0.017,0.093,-0.026,0.206,295.2,63.63,67.69,60.63,2.44,45.05,2022,0.11,0.18
Nick Hardy,0.115,0.386,-0.134,-0.312,0.175,305.7,57.73,68.74,54.82,2.92,44.58,2022,0.252,-0.137
Nick Taylor,-0.072,-0.036,0.015,0.051,-0.102,296.1,58.29,65.21,60.07,4.17,52.34,2022,-0.020999999999999998,-0.051
Nick Watney,-0.914,-0.553,0.131,-0.306,-0.186,301.2,53.74,66.81,54.41,4.17,46.6,2022,-0.42200000000000004,-0.492
Pat Perez,0.402,-0.402,0.199,0.46,0.145,287.2,59.09,64.25,61.9,1.17,56.0,2022,-0.203,0.605
Patrick Cantlay,1.522,0.526,0.363,0.266,0.367,308.0,60.58,69.28,65.43,2.78,57.73,2022,0.889,0.633
Patrick Reed,-0.299,-0.503,-0.317,0.28,0.241,290.6,59.25,62.78,60.98,1.67,57.38,2022,-0.8200000000000001,0.521
Patrick Rodgers,0.563,0.163,0.091,-0.051,0.36,309.3,50.98,68.17,59.34,2.56,47.66,2022,0.254,0.309
Patton Kizzire,-0.143,-0.16,0.213,-0.061,-0.136,303.7,55.89,65.56,59.5,1.98,51.85,2022,0.05299999999999999,-0.197
Paul Barjon,-0.605,0.454,-0.245,-0.74,-0.073,309.4,58.82,65.49,51.47,4.17,36.36,2022,0.20900000000000002,-0.813
Peter Malnati,0.08,-0.268,-0.023,0.167,0.204,297.1,55.22,64.29,58.91,2.15,50.0,2022,-0.29100000000000004,0.371
Richy Werenski,-1.09,-0.689,-0.513,-0.137,0.248,294.9,56.14,62.79,53.79,2.78,41.96,2022,-1.202,0.11099999999999999
Rickie Fowler,-0.162,-0.022,-0.161,0.274,-0.253,309.4,57.91,62.21,56.94,0.76,49.57,2022,-0.183,0.02100000000000002
Robert Streb,0.047,0.037,-0.042,0.071,-0.019,300.4,59.63,64.32,61.35,2.18,48.44,2022,-0.0050000000000000044,0.05199999999999999
Roger Sloan,-0.571,-0.232,-0.241,0.005,-0.103,296.2,58.02,63.55,55.53,1.79,40.54,2022,-0.473,-0.09799999999999999
Rory McIlroy,2.115,0.771,0.626,0.222,0.495,321.3,58.06,69.91,62.77,2.43,61.63,2022,1.397,0.717
Rory Sabbatini,0.263,-0.087,-0.337,0.351,0.336,290.0,61.33,63.94,59.1,3.27,48.96,2022,-0.42400000000000004,0.687
Russell Henley,1.192,0.06,0.969,0.325,-0.162,298.7,67.52,70.94,56.86,2.38,39.13,2022,1.029,0.163
Russell Knox,0.143,0.139,0.45,-0.03,-0.417,293.7,66.91,71.41,58.08,3.5,40.5,2022,0.589,-0.44699999999999995
Ryan Armour,0.237,0.28,0.122,-0.082,-0.082,286.3,73.95,67.56,61.3,2.94,64.0,2022,0.402,-0.164
Ryan Palmer,0.142,0.404,-0.056,0.109,-0.314,305.6,56.76,66.75,56.86,3.44,49.5,2022,0.34800000000000003,-0.20500000000000002
S.Y. Noh,-0.368,-1.137,0.147,0.294,0.327,299.2,50.29,67.11,55.76,1.94,52.13,2022,-0.99,0.621
Sahith Theegala,0.339,0.03,0.185,0.167,-0.043,304.3,54.04,66.47,63.05,2.33,45.2,2022,0.215,0.12400000000000001
Sam Burns,1.39,0.067,0.554,0.217,0.553,309.6,55.38,68.68,59.65,2.17,49.57,2022,0.621,0.77
Sam Ryder,-0.028,-0.153,0.062,-0.046,0.109,294.0,59.74,65.66,57.72,2.49,42.06,2022,-0.091,0.063
Satoshi Kodaira,0.046,0.159,0.118,-0.211,-0.021,286.5,71.88,66.99,57.76,2.29,47.5,2022,0.277,-0.23199999999999998
Scott Gutschewski,-0.258,-0.164,0.264,-0.023,-0.335,296.9,58.79,68.45,59.43,3.97,50.0,2022,0.1,-0.35800000000000004
Scott Piercy,0.012,0.022,-0.217,0.181,0.026,295.8,56.73,62.63,59.85,2.78,50.0,2022,-0.195,0.207
Scott Stallings,0.558,-0.024,0.191,0.124,0.267,306.0,54.76,65.39,61.87,2.96,55.13,2022,0.167,0.391
Scottie Scheffler,1.677,0.356,0.819,0.3,0.202,311.6,59.97,72.29,59.9,2.17,49.53,2022,1.1749999999999998,0.502
Seamus Power,0.55,0.163,0.013,0.091,0.283,301.0,61.8,68.66,62.95,3.01,52.85,2022,0.17600000000000002,0.374
Sebastián Muñoz,0.47,0.232,0.331,-0.027,-0.066,303.7,62.05,66.47,60.28,3.94,55.12,2022,0.5630000000000001,-0.093
Sepp Straka,-0.029,0.023,-0.247,-0.09,0.285,303.0,59.87,66.55,57.97,2.87,50.0,2022,-0.224,0.19499999999999998
Seth Reeves,-0.763,0.475,-0.533,-0.429,-0.276,309.4,59.94,66.33,53.94,2.55,40.19,2022,-0.05800000000000005,-0.7050000000000001
Shane Lowry,1.175,0.16,0.679,0.173,0.162,306.9,61.36,67.91,67.46,3.47,67.09,2022,0.8390000000000001,0.33499999999999996
Si Woo Kim,0.227,0.287,0.072,0.272,-0.404,301.1,64.01,65.59,61.45,2.78,48.21,2022,0.359,-0.132
Stephan Jaeger,0.107,-0.506,0.177,0.408,0.027,293.0,57.02,63.46,60.11,3.64,51.02,2022,-0.329,0.435
Stewart Cink,-0.252,0.1,-0.013,-0.249,-0.09,306.2,59.81,68.25,51.82,2.0,51.04,2022,0.08700000000000001,-0.33899999999999997
Sung Kang,-0.879,-0.386,-0.488,-0.138,0.133,293.9,60.94,66.04,57.06,4.41,55.73,2022,-0.874,-0.0050000000000000044
Sungjae Im,1.668,0.651,0.308,0.383,0.326,303.7,65.51,70.83,66.02,1.62,56.9,2022,0.9590000000000001,0.7090000000000001
Talor Gooch,1.022,-0.138,0.653,0.502,0.005,304.4,61.88,69.33,60.71,0.83,58.87,2022,0.515,0.507
Taylor Moore,0.123,0.243,-0.196,0.103,-0.027,302.0,61.76,68.25,58.75,1.92,48.2,2022,0.046999999999999986,0.076
Taylor Pendrith,0.619,0.591,0.115,0.005,-0.092,316.1,57.01,70.66,60.53,3.61,55.91,2022,0.706,-0.087
Tom Hoge,0.768,0.058,0.664,0.056,-0.009,298.1,61.56,66.32,64.26,2.59,51.97,2022,0.7220000000000001,0.047
Tommy Fleetwood,1.05,0.027,0.181,0.467,0.375,301.5,59.36,65.67,64.45,3.7,62.22,2022,0.208,0.8420000000000001
Tony Finau,1.499,0.543,0.659,0.206,0.091,308.0,57.96,71.25,63.6,3.24,51.06,2022,1.202,0.297
Trey Mullinax,0.197,0.451,0.021,-0.118,-0.158,317.2,54.86,66.73,58.45,2.47,53.27,2022,0.47200000000000003,-0.276
Troy Merritt,0.506,0.201,0.046,-0.018,0.276,292.2,64.0,63.31,62.06,3.11,49.69,2022,0.247,0.258
Tyler Duncan,0.407,0.33,0.133,0.036,-0.092,295.1,68.9,67.68,62.47,1.5,50.98,2022,0.463,-0.056
Tyrrell Hatton,1.034,-0.047,0.153,0.186,0.742,305.7,54.6,64.06,57.0,1.96,58.89,2022,0.106,0.9279999999999999
Vaughn Taylor,-0.056,-0.15,0.386,0.038,-0.33,284.7,68.12,66.56,63.64,2.29,56.06,2022,0.23600000000000002,-0.29200000000000004
Viktor Hovland,0.768,0.423,0.606,-0.651,0.389,308.4,61.87,66.98,59.38,3.51,45.45,2022,1.029,-0.262
Vince Whaley,-0.076,-0.052,-0.466,0.101,0.341,302.0,51.57,63.79,58.12,2.26,51.22,2022,-0.518,0.44200000000000006
Webb Simpson,0.367,-0.044,0.143,0.23,0.038,300.6,64.65,64.6,58.24,2.05,52.88,2022,0.09899999999999999,0.268
Wesley Bryan,-1.125,-1.574,0.161,0.271,0.016,297.2,51.79,61.0,60.17,3.59,58.23,2022,-1.413,0.28700000000000003
Will Zalatoris,1.767,0.602,1.063,0.106,-0.003,314.7,55.44,70.91,58.54,3.03,49.0,2022,1.665,0.103
Wyndham Clark,0.231,0.209,-0.375,0.039,0.358,319.0,52.64,65.23,60.79,2.18,55.47,2022,-0.166,0.39699999999999996
Xander Schauffele,1.652,0.372,0.701,0.235,0.343,308.5,62.2,70.52,62.04,2.05,64.95,2022,1.073,0.5780000000000001
Zach Johnson,-0.203,-0.338,-0.159,0.111,0.183,287.1,63.65,64.58,55.39,2.02,55.86,2022,-0.497,0.294
Aaron Baddeley,0.221,-0.586,-0.055,0.479,0.384,284.5,57.25,65.76,65.11,0.93,46.09,2023,-0.641,0.863
Aaron Rai,0.615,0.343,0.384,0.149,-0.262,294.1,68.72,69.63,60.28,2.87,39.07,2023,0.7270000000000001,-0.11300000000000002
Adam Hadwin,0.709,-0.011,0.21,0.065,0.445,295.7,63.38,67.61,61.99,2.14,52.05,2023,0.19899999999999998,0.51
Adam Long,-0.102,-0.182,-0.449,0.209,0.32,290.9,67.28,66.32,60.58,2.85,50.0,2023,-0.631,0.529
Adam Schenk,0.694,0.056,0.293,0.001,0.344,305.6,55.25,67.74,61.65,2.31,52.38,2023,0.349,0.345
Adam Scott,0.927,0.421,-0.169,0.212,0.462,313.0,53.27,65.77,57.28,0.62,57.43,2023,0.252,0.674
Adam Svensson,0.758,0.2,0.278,0.062,0.217,296.2,63.78,67.94,62.5,2.94,53.89,2023,0.47800000000000004,0.279
Akshay Bhatia,0.241,0.389,0.394,-0.037,-0.505,304.9,63.93,70.63,59.01,2.78,56.44,2023,0.783,-0.542
